Test subject,Telephone,Carrying location,Date,Trial,Floor height,Speed,Pause,Measured # steps,Floors healthdb_secure.sqlite,Floors cache_encryptedC.db,Measured number of floors
6,11 (13.1.1),Trouser back R,20211005,9,2,W,No,36,0,-1,-2
6,11 (13.1.1),Trouser back R,20211005,10,2,W,Yes,17,0,0,1
6,11 (13.1.1),Trouser back R,20211005,11,2,W,Yes,34,2,2,2
6,11 (13.1.1),Trouser back R,20211005,12,2,W,Yes,37,0,-2,-2
6,11 (13.1.1),Trouser back R,20211005,13,2,W,No,50,4,2,3
6,11 (13.1.1),Trouser back R,20211005,14,2,R,No,54,0,-2,-3
6,11 (13.1.1),Trouser back R,20211005,15,2,R,Yes,48,0,2,3
6,11 (13.1.1),Trouser back R,20211005,16,2,W,Yes,55,0,-2,-3
6,11 (13.1.1),Trouser back R,20211005,17,2,R,Yes,17,0,0,1
6,11 (13.1.1),Trouser back R,20211005,18,2,W,No,34,1,1,2
6,11 (13.1.1),Trouser back R,20211005,19,2,R,Yes,52,0,-2,-3
6,11 (13.1.1),Trouser back R,20211005,20,2,R,No,48,2,1,3
6,11 (13.1.1),Trouser back R,20211005,21,2,R,No,16,0,0,-1
6,11 (13.1.1),Trouser back R,20211005,22,2,R,Yes,37,3,-2,-2
6,11 (13.1.1),Trouser back R,20211005,23,2,R,No,31,0,1,2
6,11 (13.1.1),Trouser back R,20211005,24,2,W,No,54,0,-2,-3
6,11 (13.1.1),Trouser back R,20211005,25,2,W,Yes,49,0,2,3
6,11 (13.1.1),Trouser back R,20211005,26,3,WL,Yes,49,0,0,-1
6,11 (13.1.1),Trouser back R,20211005,27,3,WL,Yes,56,0,0,2
6,11 (13.1.1),Trouser back R,20211005,28,3,WL,Yes,53,0,0,-3
6,11 (13.1.1),Trouser back R,20211005,29,3,WL,Yes,62,0,0,1
6,11 (13.1.1),Trouser back R,20211005,31,3,RT,Yes,35,0,0,-1
6,11 (13.1.1),Trouser back R,20211005,32,3,RT,Yes,36,0,0,1
6,11 (13.1.1),Trouser back R,20211005,33,3,RTW,Yes,48,0,-1,-1
6,11 (13.1.1),Trouser back R,20211005,34,3,RTW,Yes,49,1,1,1
6,11 (13.1.1),Trouser back R,20211005,35,3,W,Yes,132,1,1,1
6,11 (13.5.1),Backpack,20211005,2,2,W,No,16,1,1,1
6,11 (13.5.1),Backpack,20211005,3,2,W,Yes,18,0,-1,-1
6,11 (13.5.1),Backpack,20211005,4,2,R,No,32,0,0,-2
6,11 (13.5.1),Backpack,20211005,5,2,R,Yes,30,1,1,2
6,11 (13.5.1),Backpack,20211005,6,2,R,No,15,0,0,1
6,11 (13.5.1),Backpack,20211005,7,2,W,No,30,0,0,-1
6,11 (13.5.1),Backpack,20211005,8,2,R,Yes,17,0,-1,-1
6,11 (13.5.1),Backpack,20211005,9,2,W,No,36,0,-2,-2
6,11 (13.5.1),Backpack,20211005,10,2,W,Yes,17,2,1,1
6,11 (13.5.1),Backpack,20211005,11,2,W,Yes,34,1,2,2
6,11 (13.5.1),Backpack,20211005,12,2,W,Yes,37,0,-1,-2
6,11 (13.5.1),Backpack,20211005,13,2,W,No,50,4,2,3
6,11 (13.5.1),Backpack,20211005,14,2,R,No,54,0,-2,-3
6,11 (13.5.1),Backpack,20211005,15,2,R,Yes,48,0,2,3
6,11 (13.5.1),Backpack,20211005,16,2,W,Yes,55,0,-2,-3
6,11 (13.5.1),Backpack,20211005,17,2,R,Yes,17,2,1,1
6,11 (13.5.1),Backpack,20211005,18,2,W,No,34,0,1,2
6,11 (13.5.1),Backpack,20211005,19,2,R,Yes,52,0,-2,-3
6,11 (13.5.1),Backpack,20211005,20,2,R,No,48,2,2,3
6,11 (13.5.1),Backpack,20211005,21,2,R,No,16,0,0,-1
6,11 (13.5.1),Backpack,20211005,22,2,R,Yes,37,0,-2,-2
6,11 (13.5.1),Backpack,20211005,23,2,R,No,31,2,1,2
6,11 (13.5.1),Backpack,20211005,24,2,W,No,54,0,-2,-3
6,11 (13.5.1),Backpack,20211005,25,2,W,Yes,49,1,2,3
6,11 (13.5.1),Backpack,20211005,26,3,WL,Yes,49,0,0,-1
6,11 (13.5.1),Backpack,20211005,27,3,WL,Yes,56,0,0,2
6,11 (13.5.1),Backpack,20211005,28,3,WL,Yes,53,0,0,-3
6,11 (13.5.1),Backpack,20211005,29,3,WL,Yes,62,0,0,1
6,11 (13.5.1),Backpack,20211005,31,3,RT,Yes,35,0,0,-1
6,11 (13.5.1),Backpack,20211005,32,3,RT,Yes,36,0,0,1
6,11 (13.5.1),Backpack,20211005,33,3,RTW,Yes,48,0,-1,-1
6,11 (13.5.1),Backpack,20211005,34,3,RTW,Yes,49,1,1,1
6,11 (13.5.1),Backpack,20211005,35,3,W,Yes,132,1,1,1
6,6+ (11.4.1),Hand L,20211005,2,2,W,No,16,0,0,1
6,6+ (11.4.1),Hand L,20211005,3,2,W,Yes,18,1,0,-1
6,6+ (11.4.1),Hand L,20211005,4,2,R,No,32,0,-1,-2
6,6+ (11.4.1),Hand L,20211005,5,2,R,Yes,30,1,1,2
6,6+ (11.4.1),Hand L,20211005,6,2,R,No,15,0,0,1
6,6+ (11.4.1),Hand L,20211005,7,2,W,No,30,0,0,-1
6,6+ (11.4.1),Hand L,20211005,8,2,R,Yes,17,0,0,-1
6,6+ (11.4.1),Hand L,20211005,9,2,W,No,36,0,-1,-2
6,6+ (11.4.1),Hand L,20211005,10,2,W,Yes,17,1,1,1
6,6+ (11.4.1),Hand L,20211005,11,2,W,Yes,34,2,2,2
6,6+ (11.4.1),Hand L,20211005,12,2,W,Yes,37,0,-1,-2
6,6+ (11.4.1),Hand L,20211005,13,2,W,No,50,1,1,3
6,6+ (11.4.1),Hand L,20211005,14,2,R,No,54,1,-2,-3
6,6+ (11.4.1),Hand L,20211005,15,2,R,Yes,48,2,2,3
6,6+ (11.4.1),Hand L,20211005,16,2,W,Yes,55,0,-2,-3
6,6+ (11.4.1),Hand L,20211005,17,2,R,Yes,17,1,1,1
6,6+ (11.4.1),Hand L,20211005,18,2,W,No,34,1,1,2
6,6+ (11.4.1),Hand L,20211005,19,2,R,Yes,52,0,-2,-3
6,6+ (11.4.1),Hand L,20211005,20,2,R,No,48,2,2,3
6,6+ (11.4.1),Hand L,20211005,21,2,R,No,16,0,0,-1
6,6+ (11.4.1),Hand L,20211005,22,2,R,Yes,37,0,-2,-2
6,6+ (11.4.1),Hand L,20211005,23,2,R,No,31,1,1,2
6,6+ (11.4.1),Hand L,20211005,24,2,W,No,54,0,-1,-3
6,6+ (11.4.1),Hand L,20211005,25,2,W,Yes,49,2,2,3
6,6+ (11.4.1),Hand L,20211005,26,3,WL,Yes,49,0,0,-1
6,6+ (11.4.1),Hand L,20211005,27,3,WL,Yes,56,0,0,2
6,6+ (11.4.1),Hand L,20211005,28,3,WL,Yes,53,0,0,-3
6,6+ (11.4.1),Hand L,20211005,29,3,WL,Yes,62,0,0,1
6,6+ (11.4.1),Hand L,20211005,31,3,RT,Yes,35,0,0,-1
6,6+ (11.4.1),Hand L,20211005,32,3,RT,Yes,36,0,0,1
6,6+ (11.4.1),Hand L,20211005,33,3,RTW,Yes,48,0,-1,-1
6,6+ (11.4.1),Hand L,20211005,34,3,RTW,Yes,49,1,1,1
6,6+ (11.4.1),Hand L,20211005,35,3,W,Yes,132,1,1,1
6,8 (12.4.1),Trouser back L,20211005,2,2,W,No,16,3,1,1
6,8 (12.4.1),Trouser back L,20211005,3,2,W,Yes,18,0,0,-1
6,8 (12.4.1),Trouser back L,20211005,4,2,R,No,32,0,0,-2
6,8 (12.4.1),Trouser back L,20211005,5,2,R,Yes,30,0,1,2
6,8 (12.4.1),Trouser back L,20211005,6,2,R,No,15,0,0,1
6,8 (12.4.1),Trouser back L,20211005,7,2,W,No,30,0,0,-1
6,8 (12.4.1),Trouser back L,20211005,8,2,R,Yes,17,0,-1,-1
6,8 (12.4.1),Trouser back L,20211005,9,2,W,No,36,0,-1,-2
6,8 (12.4.1),Trouser back L,20211005,10,2,W,Yes,17,0,1,1
6,8 (12.4.1),Trouser back L,20211005,11,2,W,Yes,34,6,2,2
6,8 (12.4.1),Trouser back L,20211005,12,2,W,Yes,37,0,-1,-2
6,8 (12.4.1),Trouser back L,20211005,13,2,W,No,50,0,2,3
6,8 (12.4.1),Trouser back L,20211005,14,2,R,No,54,0,-2,-3
6,8 (12.4.1),Trouser back L,20211005,15,2,R,Yes,48,0,2,3
6,8 (12.4.1),Trouser back L,20211005,16,2,W,Yes,55,0,-2,-3
6,8 (12.4.1),Trouser back L,20211005,17,2,R,Yes,17,0,0,1
6,8 (12.4.1),Trouser back L,20211005,18,2,W,No,34,6,1,2
6,8 (12.4.1),Trouser back L,20211005,19,2,R,Yes,52,0,-2,-3
6,8 (12.4.1),Trouser back L,20211005,20,2,R,No,48,0,1,3
6,8 (12.4.1),Trouser back L,20211005,21,2,R,No,16,0,0,-1
6,8 (12.4.1),Trouser back L,20211005,22,2,R,Yes,37,0,-2,-2
6,8 (12.4.1),Trouser back L,20211005,23,2,R,No,31,0,1,2
6,8 (12.4.1),Trouser back L,20211005,24,2,W,No,54,0,-2,-3
6,8 (12.4.1),Trouser back L,20211005,25,2,W,Yes,49,0,2,3
6,8 (12.4.1),Trouser back L,20211005,26,3,WL,Yes,49,0,0,-1
6,8 (12.4.1),Trouser back L,20211005,27,3,WL,Yes,56,0,0,2
6,8 (12.4.1),Trouser back L,20211005,28,3,WL,Yes,53,0,0,-3
6,8 (12.4.1),Trouser back L,20211005,29,3,WL,Yes,62,0,0,1
6,8 (12.4.1),Trouser back L,20211005,31,3,RT,Yes,35,0,0,-1
6,8 (12.4.1),Trouser back L,20211005,32,3,RT,Yes,36,0,0,1
6,8 (12.4.1),Trouser back L,20211005,33,3,RTW,Yes,48,0,-1,-1
6,8 (12.4.1),Trouser back L,20211005,34,3,RTW,Yes,49,2,1,1
6,8 (12.4.1),Trouser back L,20211005,35,3,W,Yes,132,0,1,1
6,8 (13.6),Jacket pocket,20211005,2,2,W,No,16,1,1,1
6,8 (13.6),Jacket pocket,20211005,3,2,W,Yes,18,0,0,-1
6,8 (13.6),Jacket pocket,20211005,4,2,R,No,32,0,0,-2
6,8 (13.6),Jacket pocket,20211005,5,2,R,Yes,30,1,1,2
6,8 (13.6),Jacket pocket,20211005,6,2,R,No,15,0,0,1
6,8 (13.6),Jacket pocket,20211005,7,2,W,No,30,0,0,-1
6,8 (13.6),Jacket pocket,20211005,8,2,R,Yes,17,0,-1,-1
6,8 (13.6),Jacket pocket,20211005,9,2,W,No,36,0,-1,-2
6,8 (13.6),Jacket pocket,20211005,10,2,W,Yes,17,0,0,1
6,8 (13.6),Jacket pocket,20211005,11,2,W,Yes,34,1,1,2
6,8 (13.6),Jacket pocket,20211005,12,2,W,Yes,37,0,-1,-2
6,8 (13.6),Jacket pocket,20211005,13,2,W,No,50,3,2,3
6,8 (13.6),Jacket pocket,20211005,14,2,R,No,54,0,-2,-3
6,8 (13.6),Jacket pocket,20211005,15,2,R,Yes,48,1,2,3
6,8 (13.6),Jacket pocket,20211005,16,2,W,Yes,55,0,-2,-3
6,8 (13.6),Jacket pocket,20211005,17,2,R,Yes,17,0,0,1
6,8 (13.6),Jacket pocket,20211005,18,2,W,No,34,1,1,2
6,8 (13.6),Jacket pocket,20211005,19,2,R,Yes,52,0,-2,-3
6,8 (13.6),Jacket pocket,20211005,20,2,R,No,48,2,2,3
6,8 (13.6),Jacket pocket,20211005,21,2,R,No,16,0,0,-1
6,8 (13.6),Jacket pocket,20211005,22,2,R,Yes,37,0,-2,-2
6,8 (13.6),Jacket pocket,20211005,23,2,R,No,31,1,1,2
6,8 (13.6),Jacket pocket,20211005,24,2,W,No,54,0,-2,-3
6,8 (13.6),Jacket pocket,20211005,25,2,W,Yes,49,2,2,3
6,8 (13.6),Jacket pocket,20211005,26,3,WL,Yes,49,0,0,-1
6,8 (13.6),Jacket pocket,20211005,27,3,WL,Yes,56,0,0,2
6,8 (13.6),Jacket pocket,20211005,28,3,WL,Yes,53,0,0,-3
6,8 (13.6),Jacket pocket,20211005,29,3,WL,Yes,62,0,0,1
6,8 (13.6),Jacket pocket,20211005,31,3,RT,Yes,35,0,0,-1
6,8 (13.6),Jacket pocket,20211005,32,3,RT,Yes,36,0,0,1
6,8 (13.6),Jacket pocket,20211005,33,3,RTW,Yes,48,0,-1,-1
6,8 (13.6),Jacket pocket,20211005,34,3,RTW,Yes,49,1,1,1
6,8 (13.6),Jacket pocket,20211005,35,3,W,Yes,132,1,1,1
4,11 (13.1.1),Backpack,20211007,2,2,R,Yes,36,0,0,-2
4,11 (13.1.1),Backpack,20211007,3,2,R,Yes,16,0,-1,-1
4,11 (13.1.1),Backpack,20211007,4,2,W,No,51,2,2,3
4,11 (13.1.1),Backpack,20211007,5,2,W,Yes,54,0,-2,-3
4,11 (13.1.1),Backpack,20211007,6,2,R,No,49,2,2,3
4,11 (13.1.1),Backpack,20211007,7,2,R,No,16,0,0,-1
4,11 (13.1.1),Backpack,20211007,8,2,W,Yes,17,0,0,1
4,11 (13.1.1),Backpack,20211007,9,2,W,Yes,18,0,-1,-1
4,11 (13.1.1),Backpack,20211007,10,2,R,No,32,1,1,2
4,11 (13.1.1),Backpack,20211007,11,2,W,Yes,35,0,-1,-2
4,11 (13.1.1),Backpack,20211007,12,2,W,No,32,2,0,2
4,11 (13.1.1),Backpack,20211007,13,2,R,No,53,0,0,-3
4,11 (13.1.1),Backpack,20211007,14,2,R,Yes,51,1,2,3
4,11 (13.1.1),Backpack,20211007,15,2,R,No,34,0,0,-2
4,11 (13.1.1),Backpack,20211007,16,2,R,Yes,16,0,0,1
4,11 (13.1.1),Backpack,20211007,17,2,W,No,17,0,0,-1
4,11 (13.1.1),Backpack,20211007,18,2,W,Yes,17,0,0,1
4,11 (13.1.1),Backpack,20211007,19,2,W,No,36,0,-1,-2
4,11 (13.1.1),Backpack,20211007,20,2,W,No,31,2,1,2
4,11 (13.1.1),Backpack,20211007,21,2,R,No,17,0,1,1
4,11 (13.1.1),Backpack,20211007,22,2,R,Yes,52,0,-2,-3
4,11 (13.1.1),Backpack,20211007,23,2,W,Yes,49,2,2,3
4,11 (13.1.1),Backpack,20211007,24,2,W,No,54,0,-1,-3
4,11 (13.1.1),Backpack,20211007,25,2,R,Yes,32,0,0,2
4,11 (13.1.1),Backpack,20211007,26,3,WL,Yes,50,0,0,-2
4,11 (13.1.1),Backpack,20211007,27,3,WL,Yes,43,0,0,3
4,11 (13.1.1),Backpack,20211007,28,3,WL,Yes,42,0,0,-1
4,11 (13.1.1),Backpack,20211007,29,3,WL,Yes,47,0,0,-1
4,11 (13.1.1),Backpack,20211007,31,3,RTW,Yes,47,0,-1,-1
4,11 (13.1.1),Backpack,20211007,32,3,RTW,Yes,42,1,1,1
4,11 (13.1.1),Backpack,20211007,33,3,RT,Yes,31,0,0,-1
4,11 (13.1.1),Backpack,20211007,34,3,RT,Yes,30,0,0,1
4,11 (13.1.1),Backpack,20211007,35,3,W,Yes,128,1,1,1
4,11 (13.5.1),Jacket pocket,20211007,2,2,R,Yes,36,0,-1,-2
4,11 (13.5.1),Jacket pocket,20211007,3,2,R,Yes,16,0,-1,-1
4,11 (13.5.1),Jacket pocket,20211007,4,2,W,No,51,2,2,3
4,11 (13.5.1),Jacket pocket,20211007,5,2,W,Yes,54,0,-2,-3
4,11 (13.5.1),Jacket pocket,20211007,6,2,R,No,49,2,2,3
4,11 (13.5.1),Jacket pocket,20211007,7,2,R,No,16,0,0,-1
4,11 (13.5.1),Jacket pocket,20211007,8,2,W,Yes,17,0,0,1
4,11 (13.5.1),Jacket pocket,20211007,9,2,W,Yes,18,0,-1,-1
4,11 (13.5.1),Jacket pocket,20211007,10,2,R,No,32,1,1,2
4,11 (13.5.1),Jacket pocket,20211007,11,2,W,Yes,35,0,-1,-2
4,11 (13.5.1),Jacket pocket,20211007,12,2,W,No,32,2,1,2
4,11 (13.5.1),Jacket pocket,20211007,13,2,R,No,53,0,-1,-3
4,11 (13.5.1),Jacket pocket,20211007,14,2,R,Yes,51,1,2,3
4,11 (13.5.1),Jacket pocket,20211007,15,2,R,No,34,0,-1,-2
4,11 (13.5.1),Jacket pocket,20211007,16,2,R,Yes,16,0,0,1
4,11 (13.5.1),Jacket pocket,20211007,17,2,W,No,17,0,0,-1
4,11 (13.5.1),Jacket pocket,20211007,18,2,W,Yes,17,0,0,1
4,11 (13.5.1),Jacket pocket,20211007,19,2,W,No,36,0,-1,-2
4,11 (13.5.1),Jacket pocket,20211007,20,2,W,No,31,2,1,2
4,11 (13.5.1),Jacket pocket,20211007,21,2,R,No,17,0,1,1
4,11 (13.5.1),Jacket pocket,20211007,22,2,R,Yes,52,0,0,-3
4,11 (13.5.1),Jacket pocket,20211007,23,2,W,Yes,49,2,2,3
4,11 (13.5.1),Jacket pocket,20211007,24,2,W,No,54,0,-2,-3
4,11 (13.5.1),Jacket pocket,20211007,25,2,R,Yes,32,1,1,2
4,11 (13.5.1),Jacket pocket,20211007,26,3,WL,Yes,50,0,0,-2
4,11 (13.5.1),Jacket pocket,20211007,27,3,WL,Yes,43,0,0,3
4,11 (13.5.1),Jacket pocket,20211007,28,3,WL,Yes,42,0,0,-1
4,11 (13.5.1),Jacket pocket,20211007,29,3,WL,Yes,47,0,0,-1
4,11 (13.5.1),Jacket pocket,20211007,31,3,RTW,Yes,47,0,-1,-1
4,11 (13.5.1),Jacket pocket,20211007,32,3,RTW,Yes,42,1,1,1
4,11 (13.5.1),Jacket pocket,20211007,33,3,RT,Yes,31,0,0,-1
4,11 (13.5.1),Jacket pocket,20211007,34,3,RT,Yes,30,0,0,1
4,11 (13.5.1),Jacket pocket,20211007,35,3,W,Yes,128,1,1,1
4,6+ (11.4.1),Hand L,20211007,2,2,R,Yes,36,0,0,-2
4,6+ (11.4.1),Hand L,20211007,3,2,R,Yes,16,0,0,-1
4,6+ (11.4.1),Hand L,20211007,4,2,W,No,51,1,1,3
4,6+ (11.4.1),Hand L,20211007,5,2,W,Yes,54,1,-2,-3
4,6+ (11.4.1),Hand L,20211007,6,2,R,No,49,2,2,3
4,6+ (11.4.1),Hand L,20211007,7,2,R,No,16,0,0,-1
4,6+ (11.4.1),Hand L,20211007,8,2,W,Yes,17,0,0,1
4,6+ (11.4.1),Hand L,20211007,9,2,W,Yes,18,0,-1,-1
4,6+ (11.4.1),Hand L,20211007,10,2,R,No,32,0,0,2
4,6+ (11.4.1),Hand L,20211007,11,2,W,Yes,35,1,-1,-2
4,6+ (11.4.1),Hand L,20211007,12,2,W,No,32,1,1,2
4,6+ (11.4.1),Hand L,20211007,13,2,R,No,53,0,-1,-3
4,6+ (11.4.1),Hand L,20211007,14,2,R,Yes,51,2,2,3
4,6+ (11.4.1),Hand L,20211007,15,2,R,No,34,0,0,-2
4,6+ (11.4.1),Hand L,20211007,16,2,R,Yes,16,0,0,1
4,6+ (11.4.1),Hand L,20211007,17,2,W,No,17,0,0,-1
4,6+ (11.4.1),Hand L,20211007,18,2,W,Yes,17,0,0,1
4,6+ (11.4.1),Hand L,20211007,19,2,W,No,36,0,0,-2
4,6+ (11.4.1),Hand L,20211007,20,2,W,No,31,1,1,2
4,6+ (11.4.1),Hand L,20211007,21,2,R,No,17,0,0,1
4,6+ (11.4.1),Hand L,20211007,22,2,R,Yes,52,1,-2,-3
4,6+ (11.4.1),Hand L,20211007,23,2,W,Yes,49,2,2,3
4,6+ (11.4.1),Hand L,20211007,24,2,W,No,54,0,-2,-3
4,6+ (11.4.1),Hand L,20211007,25,2,R,Yes,32,1,1,2
4,6+ (11.4.1),Hand L,20211007,26,3,WL,Yes,50,0,0,-2
4,6+ (11.4.1),Hand L,20211007,27,3,WL,Yes,43,0,0,3
4,6+ (11.4.1),Hand L,20211007,28,3,WL,Yes,42,0,0,-1
4,6+ (11.4.1),Hand L,20211007,29,3,WL,Yes,47,0,0,-1
4,6+ (11.4.1),Hand L,20211007,31,3,RTW,Yes,47,0,-1,-1
4,6+ (11.4.1),Hand L,20211007,32,3,RTW,Yes,42,1,1,1
4,6+ (11.4.1),Hand L,20211007,33,3,RT,Yes,31,0,0,-1
4,6+ (11.4.1),Hand L,20211007,34,3,RT,Yes,30,0,0,1
4,6+ (11.4.1),Hand L,20211007,35,3,W,Yes,128,1,1,1
4,8 (12.4.1),Trouser front R,20211007,2,2,R,Yes,36,0,-1,-2
4,8 (12.4.1),Trouser front R,20211007,3,2,R,Yes,16,0,0,-1
4,8 (12.4.1),Trouser front R,20211007,4,2,W,No,51,6,2,3
4,8 (12.4.1),Trouser front R,20211007,5,2,W,Yes,54,0,-2,-3
4,8 (12.4.1),Trouser front R,20211007,6,2,R,No,49,0,2,3
4,8 (12.4.1),Trouser front R,20211007,7,2,R,No,16,0,0,-1
4,8 (12.4.1),Trouser front R,20211007,8,2,W,Yes,17,0,0,1
4,8 (12.4.1),Trouser front R,20211007,9,2,W,Yes,18,0,-1,-1
4,8 (12.4.1),Trouser front R,20211007,10,2,R,No,32,0,1,2
4,8 (12.4.1),Trouser front R,20211007,11,2,W,Yes,35,0,-1,-2
4,8 (12.4.1),Trouser front R,20211007,12,2,W,No,32,0,1,2
4,8 (12.4.1),Trouser front R,20211007,13,2,R,No,53,0,-2,-3
4,8 (12.4.1),Trouser front R,20211007,14,2,R,Yes,51,4,2,3
4,8 (12.4.1),Trouser front R,20211007,15,2,R,No,34,0,0,-2
4,8 (12.4.1),Trouser front R,20211007,16,2,R,Yes,16,0,0,1
4,8 (12.4.1),Trouser front R,20211007,17,2,W,No,17,0,0,-1
4,8 (12.4.1),Trouser front R,20211007,18,2,W,Yes,17,0,0,1
4,8 (12.4.1),Trouser front R,20211007,19,2,W,No,36,0,-1,-2
4,8 (12.4.1),Trouser front R,20211007,20,2,W,No,31,0,1,2
4,8 (12.4.1),Trouser front R,20211007,21,2,R,No,17,0,1,1
4,8 (12.4.1),Trouser front R,20211007,22,2,R,Yes,52,0,-2,-3
4,8 (12.4.1),Trouser front R,20211007,23,2,W,Yes,49,3,2,3
4,8 (12.4.1),Trouser front R,20211007,24,2,W,No,54,0,-2,-3
4,8 (12.4.1),Trouser front R,20211007,25,2,R,Yes,32,0,1,2
4,8 (12.4.1),Trouser front R,20211007,26,3,WL,Yes,50,0,0,-2
4,8 (12.4.1),Trouser front R,20211007,27,3,WL,Yes,43,0,0,3
4,8 (12.4.1),Trouser front R,20211007,28,3,WL,Yes,42,0,0,-1
4,8 (12.4.1),Trouser front R,20211007,29,3,WL,Yes,47,0,0,-1
4,8 (12.4.1),Trouser front R,20211007,31,3,RTW,Yes,47,0,-1,-1
4,8 (12.4.1),Trouser front R,20211007,32,3,RTW,Yes,42,2,1,1
4,8 (12.4.1),Trouser front R,20211007,33,3,RT,Yes,31,0,0,-1
4,8 (12.4.1),Trouser front R,20211007,34,3,RT,Yes,30,0,0,1
4,8 (12.4.1),Trouser front R,20211007,35,3,W,Yes,128,0,1,1
4,8 (13.6),Trouser front L,20211007,2,2,R,Yes,36,0,0,-2
4,8 (13.6),Trouser front L,20211007,3,2,R,Yes,16,0,0,-1
4,8 (13.6),Trouser front L,20211007,4,2,W,No,51,2,2,3
4,8 (13.6),Trouser front L,20211007,5,2,W,Yes,54,0,-1,-3
4,8 (13.6),Trouser front L,20211007,6,2,R,No,49,0,0,3
4,8 (13.6),Trouser front L,20211007,7,2,R,No,16,0,0,-1
4,8 (13.6),Trouser front L,20211007,8,2,W,Yes,17,0,0,1
4,8 (13.6),Trouser front L,20211007,9,2,W,Yes,18,0,-1,-1
4,8 (13.6),Trouser front L,20211007,10,2,R,No,32,1,1,2
4,8 (13.6),Trouser front L,20211007,11,2,W,Yes,35,0,-1,-2
4,8 (13.6),Trouser front L,20211007,12,2,W,No,32,2,1,2
4,8 (13.6),Trouser front L,20211007,13,2,R,No,53,0,-1,-3
4,8 (13.6),Trouser front L,20211007,14,2,R,Yes,51,1,2,3
4,8 (13.6),Trouser front L,20211007,15,2,R,No,34,0,0,-2
4,8 (13.6),Trouser front L,20211007,16,2,R,Yes,16,0,0,1
4,8 (13.6),Trouser front L,20211007,17,2,W,No,17,2,-1,-1
4,8 (13.6),Trouser front L,20211007,18,2,W,Yes,17,0,1,1
4,8 (13.6),Trouser front L,20211007,19,2,W,No,36,0,-1,-2
4,8 (13.6),Trouser front L,20211007,20,2,W,No,31,0,1,2
4,8 (13.6),Trouser front L,20211007,21,2,R,No,17,0,0,1
4,8 (13.6),Trouser front L,20211007,22,2,R,Yes,52,0,-2,-3
4,8 (13.6),Trouser front L,20211007,23,2,W,Yes,49,2,2,3
4,8 (13.6),Trouser front L,20211007,24,2,W,No,54,0,-2,-3
4,8 (13.6),Trouser front L,20211007,25,2,R,Yes,32,1,1,2
4,8 (13.6),Trouser front L,20211007,26,3,WL,Yes,50,0,0,-2
4,8 (13.6),Trouser front L,20211007,27,3,WL,Yes,43,0,0,3
4,8 (13.6),Trouser front L,20211007,28,3,WL,Yes,42,0,0,-1
4,8 (13.6),Trouser front L,20211007,29,3,WL,Yes,47,0,0,-1
4,8 (13.6),Trouser front L,20211007,31,3,RTW,Yes,47,0,-1,-1
4,8 (13.6),Trouser front L,20211007,32,3,RTW,Yes,42,1,1,1
4,8 (13.6),Trouser front L,20211007,33,3,RT,Yes,31,0,0,-1
4,8 (13.6),Trouser front L,20211007,34,3,RT,Yes,30,0,0,1
4,8 (13.6),Trouser front L,20211007,35,3,W,Yes,128,1,1,1
7,11 (13.1.1),Hand L,20211007,2,3,R,No,74,0,-2,-2
7,11 (13.1.1),Hand L,20211007,3,3,W,Yes,,1,1,1
7,11 (13.1.1),Hand L,20211007,4,3,R,No,24,1,1,1
7,11 (13.1.1),Hand L,20211007,5,3,R,Yes,24,1,1,1
7,11 (13.1.1),Hand L,20211007,6,3,R,No,75,0,-2,-3
7,11 (13.1.1),Hand L,20211007,7,3,W,Yes,80,3,3,3
7,11 (13.1.1),Hand L,20211007,8,3,W,No,24,0,-1,-1
7,11 (13.1.1),Hand L,20211007,9,3,W,Yes,24,0,-1,-1
7,11 (13.1.1),Hand L,20211007,10,3,W,No,25,0,-1,-1
7,11 (13.1.1),Hand L,20211007,11,3,R,Yes,73,3,3,3
7,11 (13.1.1),Hand L,20211007,12,3,R,Yes,73,0,-3,-3
7,11 (13.1.1),Hand L,20211007,13,3,W,Yes,51,2,2,2
7,11 (13.1.1),Hand L,20211007,14,3,R,No,21,1,1,1
7,11 (13.1.1),Hand L,20211007,15,3,W,Yes,71,0,-3,-3
7,11 (13.1.1),Hand L,20211007,16,3,R,No,71,3,3,3
7,11 (13.1.1),Hand L,20211007,17,3,R,Yes,24,0,-1,-1
7,11 (13.1.1),Hand L,20211007,18,3,W,No,50,0,-2,-2
7,11 (13.1.1),Hand L,20211007,19,3,R,No,39,2,2,2
7,11 (13.1.1),Hand L,20211007,20,3,R,Yes,56,0,-2,-2
7,11 (13.1.1),Hand L,20211007,21,3,W,No,47,2,2,2
7,11 (13.1.1),Hand L,20211007,22,3,W,Yes,48,0,-2,-2
7,11 (13.1.1),Hand L,20211007,23,3,W,No,24,1,1,1
7,11 (13.1.1),Hand L,20211007,24,3,R,Yes,23,0,-1,-1
7,11 (13.1.1),Hand L,20211007,25,3,W,No,71,3,3,3
7,11 (13.1.1),Hand L,20211007,26,3,W,No,71,0,-3,-3
7,11 (13.1.1),Hand L,20211007,27,3,R,Yes,23,2,1,1
7,11 (13.1.1),Hand L,20211007,28,3,R,No,23,0,-1,-1
7,11 (13.1.1),Hand L,20211007,29,3,R,Yes,49,1,2,2
7,11 (13.5.1),Trouser back R,20211007,2,3,R,No,74,0,0,-2
7,11 (13.5.1),Trouser back R,20211007,3,3,W,Yes,,0,0,1
