Test subject,Telephone,Carrying location,Date,Trial,Floor height,Speed,Pause,Measured # steps,Floors healthdb_secure.sqlite,Floors cache_encryptedC.db,Measured number of floors
4,6+ (11.4.1),Jacket pocket,20210930,18,3,R,No,26,0,0,1
4,6+ (11.4.1),Jacket pocket,20210930,19,3,R,Yes,23,0,0,1
4,6+ (11.4.1),Jacket pocket,20210930,20,3,W,No,25,0,0,1
4,6+ (11.4.1),Jacket pocket,20210930,21,3,R,Yes,78,1,-3,-3
4,6+ (11.4.1),Jacket pocket,20210930,22,3,W,No,80,2,2,3
4,6+ (11.4.1),Jacket pocket,20210930,23,3,W,Yes,28,1,-1,-1
4,6+ (11.4.1),Jacket pocket,20210930,24,3,R,No,53,0,-2,-2
4,6+ (11.4.1),Jacket pocket,20210930,25,3,R,No,77,3,3,3
4,6+ (11.4.1),Jacket pocket,20210930,26,3,W,Yes,78,0,-3,-3
4,6+ (11.4.1),Jacket pocket,20210930,27,3,W,No,56,2,2,2
4,6+ (11.4.1),Jacket pocket,20210930,28,3,W,No,55,0,-2,-2
4,6+ (11.4.1),Jacket pocket,20210930,29,3,W,Yes,53,2,2,2
4,8 (12.4.1),Trouser front R,20210930,2,3,R,Yes,55,0,0,-2
4,8 (12.4.1),Trouser front R,20210930,3,3,R,No,48,7,2,2
4,8 (12.4.1),Trouser front R,20210930,4,3,R,No,23,0,0,-1
4,8 (12.4.1),Trouser front R,20210930,5,3,W,Yes,26,0,1,1
4,8 (12.4.1),Trouser front R,20210930,6,3,R,Yes,24,0,1,1
4,8 (12.4.1),Trouser front R,20210930,7,3,W,No,85,0,-3,-3
4,8 (12.4.1),Trouser front R,20210930,8,3,R,Yes,73,0,3,3
4,8 (12.4.1),Trouser front R,20210930,9,3,W,No,26,0,-1,-1
4,8 (12.4.1),Trouser front R,20210930,10,3,R,Yes,24,0,-1,-1
4,8 (12.4.1),Trouser front R,20210930,11,3,W,No,27,0,-1,-1
4,8 (12.4.1),Trouser front R,20210930,12,3,W,No,26,0,0,1
4,8 (12.4.1),Trouser front R,20210930,13,3,W,Yes,25,0,-1,-1
4,8 (12.4.1),Trouser front R,20210930,14,3,W,Yes,79,7,3,3
4,8 (12.4.1),Trouser front R,20210930,15,3,R,No,77,0,-3,-3
4,8 (12.4.1),Trouser front R,20210930,16,3,R,Yes,52,0,2,2
4,8 (12.4.1),Trouser front R,20210930,17,3,W,Yes,56,0,-2,-2
4,8 (12.4.1),Trouser front R,20210930,18,3,R,No,26,0,0,1
4,8 (12.4.1),Trouser front R,20210930,19,3,R,Yes,23,0,2,1
4,8 (12.4.1),Trouser front R,20210930,20,3,W,No,25,0,0,1
4,8 (12.4.1),Trouser front R,20210930,21,3,R,Yes,78,0,-3,-3
4,8 (12.4.1),Trouser front R,20210930,22,3,W,No,80,8,3,3
4,8 (12.4.1),Trouser front R,20210930,23,3,W,Yes,28,0,-1,-1
4,8 (12.4.1),Trouser front R,20210930,24,3,R,No,53,0,0,-2
4,8 (12.4.1),Trouser front R,20210930,25,3,R,No,77,0,3,3
4,8 (12.4.1),Trouser front R,20210930,26,3,W,Yes,78,0,-3,-3
4,8 (12.4.1),Trouser front R,20210930,27,3,W,No,56,0,2,2
4,8 (12.4.1),Trouser front R,20210930,28,3,W,No,55,0,-2,-2
4,8 (12.4.1),Trouser front R,20210930,29,3,W,Yes,53,2,2,2
4,8 (13.6),Backpack,20210930,2,3,R,Yes,55,0,-2,-2
4,8 (13.6),Backpack,20210930,3,3,R,No,48,2,2,2
4,8 (13.6),Backpack,20210930,4,3,R,No,23,0,0,-1
4,8 (13.6),Backpack,20210930,5,3,W,Yes,26,1,1,1
4,8 (13.6),Backpack,20210930,6,3,R,Yes,24,0,0,1
4,8 (13.6),Backpack,20210930,7,3,W,No,85,0,-3,-3
4,8 (13.6),Backpack,20210930,8,3,R,Yes,73,3,3,3
4,8 (13.6),Backpack,20210930,9,3,W,No,26,0,-1,-1
4,8 (13.6),Backpack,20210930,10,3,R,Yes,24,0,-1,-1
4,8 (13.6),Backpack,20210930,11,3,W,No,27,0,-2,-1
4,8 (13.6),Backpack,20210930,12,3,W,No,26,0,0,1
4,8 (13.6),Backpack,20210930,13,3,W,Yes,25,0,0,-1
4,8 (13.6),Backpack,20210930,14,3,W,Yes,79,3,3,3
4,8 (13.6),Backpack,20210930,15,3,R,No,77,0,-3,-3
4,8 (13.6),Backpack,20210930,16,3,R,Yes,52,2,2,2
4,8 (13.6),Backpack,20210930,17,3,W,Yes,56,0,-2,-2
4,8 (13.6),Backpack,20210930,18,3,R,No,26,2,1,1
4,8 (13.6),Backpack,20210930,19,3,R,Yes,23,0,1,1
4,8 (13.6),Backpack,20210930,20,3,W,No,25,0,0,1
4,8 (13.6),Backpack,20210930,21,3,R,Yes,78,0,-3,-3
4,8 (13.6),Backpack,20210930,22,3,W,No,80,3,3,3
4,8 (13.6),Backpack,20210930,23,3,W,Yes,28,0,-1,-1
4,8 (13.6),Backpack,20210930,24,3,R,No,53,0,-2,-2
4,8 (13.6),Backpack,20210930,25,3,R,No,77,3,3,3
4,8 (13.6),Backpack,20210930,26,3,W,Yes,78,0,-3,-3
4,8 (13.6),Backpack,20210930,27,3,W,No,56,2,2,2
4,8 (13.6),Backpack,20210930,28,3,W,No,55,0,-2,-2
4,8 (13.6),Backpack,20210930,29,3,W,Yes,53,2,2,2
5,11 (13.1.1),Hand L,20211004,2,3,R,Yes,66,0,-2,-2
5,11 (13.1.1),Hand L,20211004,3,3,R,No,70,2,2,2
5,11 (13.1.1),Hand L,20211004,4,3,W,Yes,29,1,1,1
5,11 (13.1.1),Hand L,20211004,5,3,R,Yes,88,0,-3,-3
5,11 (13.1.1),Hand L,20211004,6,3,R,No,87,3,3,3
5,11 (13.1.1),Hand L,20211004,7,3,W,Yes,31,0,-1,-1
5,11 (13.1.1),Hand L,20211004,8,3,W,Yes,59,0,-2,-2
5,11 (13.1.1),Hand L,20211004,9,3,R,Yes,65,2,2,2
5,11 (13.1.1),Hand L,20211004,10,3,R,No,34,0,-1,-1
5,11 (13.1.1),Hand L,20211004,11,3,W,Yes,38,0,-1,-1
5,11 (13.1.1),Hand L,20211004,12,3,R,Yes,98,3,3,3
5,11 (13.1.1),Hand L,20211004,13,3,R,No,102,0,-3,-3
5,11 (13.1.1),Hand L,20211004,14,3,W,No,60,2,2,2
5,11 (13.1.1),Hand L,20211004,15,3,W,Yes,32,1,1,1
5,11 (13.1.1),Hand L,20211004,16,3,R,Yes,102,0,-3,-3
5,11 (13.1.1),Hand L,20211004,17,3,R,No,88,3,3,3
5,11 (13.1.1),Hand L,20211004,18,3,R,Yes,30,0,-1,-1
5,11 (13.1.1),Hand L,20211004,19,3,W,No,62,0,-2,-2
5,11 (13.1.1),Hand L,20211004,20,3,W,Yes,58,2,2,2
5,11 (13.1.1),Hand L,20211004,21,3,R,No,65,0,-2,-2
5,11 (13.1.1),Hand L,20211004,22,3,W,No,86,3,3,3
5,11 (13.1.1),Hand L,20211004,23,3,W,Yes,88,0,-3,-3
5,11 (13.1.1),Hand L,20211004,24,3,W,No,26,1,1,1
5,11 (13.1.1),Hand L,20211004,25,3,R,No,30,1,1,1
5,11 (13.1.1),Hand L,20211004,26,3,R,Yes,30,0,-1,-1
5,11 (13.1.1),Hand L,20211004,27,3,R,Yes,32,0,0,-1
5,11 (13.1.1),Hand L,20211004,28,3,W,Yes,29,1,1,1
5,11 (13.1.1),Hand L,20211004,29,3,R,Yes,30,1,1,1
5,11 (13.5.1),Jacket pocket,20211004,2,3,R,Yes,66,0,0,-2
5,11 (13.5.1),Jacket pocket,20211004,3,3,R,No,70,2,1,2
5,11 (13.5.1),Jacket pocket,20211004,4,3,W,Yes,29,1,1,1
5,11 (13.5.1),Jacket pocket,20211004,5,3,R,Yes,88,0,-3,-3
5,11 (13.5.1),Jacket pocket,20211004,6,3,R,No,87,3,3,3
5,11 (13.5.1),Jacket pocket,20211004,7,3,W,Yes,31,0,-1,-1
5,11 (13.5.1),Jacket pocket,20211004,8,3,W,Yes,59,0,-2,-2
5,11 (13.5.1),Jacket pocket,20211004,9,3,R,Yes,65,2,2,2
5,11 (13.5.1),Jacket pocket,20211004,10,3,R,No,34,0,0,-1
5,11 (13.5.1),Jacket pocket,20211004,11,3,W,Yes,38,0,-2,-1
5,11 (13.5.1),Jacket pocket,20211004,12,3,R,Yes,98,3,3,3
5,11 (13.5.1),Jacket pocket,20211004,13,3,R,No,102,0,-3,-3
5,11 (13.5.1),Jacket pocket,20211004,14,3,W,No,60,2,2,2
5,11 (13.5.1),Jacket pocket,20211004,15,3,W,Yes,32,1,1,1
5,11 (13.5.1),Jacket pocket,20211004,16,3,R,Yes,102,0,-3,-3
5,11 (13.5.1),Jacket pocket,20211004,17,3,R,No,88,3,3,3
5,11 (13.5.1),Jacket pocket,20211004,18,3,R,Yes,30,0,0,-1
5,11 (13.5.1),Jacket pocket,20211004,19,3,W,No,62,0,-2,-2
5,11 (13.5.1),Jacket pocket,20211004,20,3,W,Yes,58,2,2,2
5,11 (13.5.1),Jacket pocket,20211004,21,3,R,No,65,0,0,-2
5,11 (13.5.1),Jacket pocket,20211004,22,3,W,No,86,3,3,3
5,11 (13.5.1),Jacket pocket,20211004,23,3,W,Yes,88,0,-3,-3
5,11 (13.5.1),Jacket pocket,20211004,24,3,W,No,26,1,1,1
5,11 (13.5.1),Jacket pocket,20211004,25,3,R,No,30,1,1,1
5,11 (13.5.1),Jacket pocket,20211004,26,3,R,Yes,30,0,-1,-1
5,11 (13.5.1),Jacket pocket,20211004,27,3,R,Yes,32,0,0,-1
5,11 (13.5.1),Jacket pocket,20211004,28,3,W,Yes,29,1,1,1
5,11 (13.5.1),Jacket pocket,20211004,29,3,R,Yes,30,1,1,1
5,6+ (11.4.1),Trouser back R,20211004,2,3,R,Yes,66,0,-2,-2
5,6+ (11.4.1),Trouser back R,20211004,3,3,R,No,70,0,0,2
5,6+ (11.4.1),Trouser back R,20211004,4,3,W,Yes,29,3,3,1
5,6+ (11.4.1),Trouser back R,20211004,5,3,R,Yes,88,0,-3,-3
5,6+ (11.4.1),Trouser back R,20211004,6,3,R,No,87,2,2,3
5,6+ (11.4.1),Trouser back R,20211004,7,3,W,Yes,31,1,-1,-1
5,6+ (11.4.1),Trouser back R,20211004,8,3,W,Yes,59,0,-2,-2
5,6+ (11.4.1),Trouser back R,20211004,9,3,R,Yes,65,2,2,2
5,6+ (11.4.1),Trouser back R,20211004,10,3,R,No,34,0,-1,-1
5,6+ (11.4.1),Trouser back R,20211004,11,3,W,Yes,38,0,-1,-1
5,6+ (11.4.1),Trouser back R,20211004,12,3,R,Yes,98,3,3,3
5,6+ (11.4.1),Trouser back R,20211004,13,3,R,No,102,0,-3,-3
5,6+ (11.4.1),Trouser back R,20211004,14,3,W,No,60,1,1,2
5,6+ (11.4.1),Trouser back R,20211004,15,3,W,Yes,32,2,2,1
5,6+ (11.4.1),Trouser back R,20211004,16,3,R,Yes,102,0,-3,-3
5,6+ (11.4.1),Trouser back R,20211004,17,3,R,No,88,3,3,3
5,6+ (11.4.1),Trouser back R,20211004,18,3,R,Yes,30,0,-1,-1
5,6+ (11.4.1),Trouser back R,20211004,19,3,W,No,62,0,-2,-2
5,6+ (11.4.1),Trouser back R,20211004,20,3,W,Yes,58,2,2,2
5,6+ (11.4.1),Trouser back R,20211004,21,3,R,No,65,0,-2,-2
5,6+ (11.4.1),Trouser back R,20211004,22,3,W,No,86,2,2,3
5,6+ (11.4.1),Trouser back R,20211004,23,3,W,Yes,88,1,-3,-3
5,6+ (11.4.1),Trouser back R,20211004,24,3,W,No,26,0,0,1
5,6+ (11.4.1),Trouser back R,20211004,25,3,R,No,30,2,2,1
5,6+ (11.4.1),Trouser back R,20211004,26,3,R,Yes,30,0,-1,-1
5,6+ (11.4.1),Trouser back R,20211004,27,3,R,Yes,32,0,-1,-1
5,6+ (11.4.1),Trouser back R,20211004,28,3,W,Yes,29,1,1,1
5,6+ (11.4.1),Trouser back R,20211004,29,3,R,Yes,30,0,0,1
5,8 (12.4.1),Trouser back L,20211004,2,3,R,Yes,66,6,-2,-2
5,8 (12.4.1),Trouser back L,20211004,3,3,R,No,70,0,2,2
5,8 (12.4.1),Trouser back L,20211004,4,3,W,Yes,29,0,1,1
5,8 (12.4.1),Trouser back L,20211004,5,3,R,Yes,88,0,-4,-3
5,8 (12.4.1),Trouser back L,20211004,6,3,R,No,87,0,3,3
5,8 (12.4.1),Trouser back L,20211004,7,3,W,Yes,31,0,-1,-1
5,8 (12.4.1),Trouser back L,20211004,8,3,W,Yes,59,0,-2,-2
5,8 (12.4.1),Trouser back L,20211004,9,3,R,Yes,65,5,2,2
5,8 (12.4.1),Trouser back L,20211004,10,3,R,No,34,0,-1,-1
5,8 (12.4.1),Trouser back L,20211004,11,3,W,Yes,38,0,-1,-1
5,8 (12.4.1),Trouser back L,20211004,12,3,R,Yes,98,0,3,3
5,8 (12.4.1),Trouser back L,20211004,13,3,R,No,102,0,-3,-3
5,8 (12.4.1),Trouser back L,20211004,14,3,W,No,60,6,2,2
5,8 (12.4.1),Trouser back L,20211004,15,3,W,Yes,32,0,1,1
5,8 (12.4.1),Trouser back L,20211004,16,3,R,Yes,102,0,-3,-3
5,8 (12.4.1),Trouser back L,20211004,17,3,R,No,88,0,3,3
5,8 (12.4.1),Trouser back L,20211004,18,3,R,Yes,30,0,-1,-1
5,8 (12.4.1),Trouser back L,20211004,19,3,W,No,62,0,-2,-2
5,8 (12.4.1),Trouser back L,20211004,20,3,W,Yes,58,7,2,2
5,8 (12.4.1),Trouser back L,20211004,21,3,R,No,65,0,-2,-2
5,8 (12.4.1),Trouser back L,20211004,22,3,W,No,86,0,3,3
5,8 (12.4.1),Trouser back L,20211004,23,3,W,Yes,88,0,-3,-3
5,8 (12.4.1),Trouser back L,20211004,24,3,W,No,26,0,1,1
5,8 (12.4.1),Trouser back L,20211004,25,3,R,No,30,0,1,1
5,8 (12.4.1),Trouser back L,20211004,26,3,R,Yes,30,0,-1,-1
5,8 (12.4.1),Trouser back L,20211004,27,3,R,Yes,32,0,0,-1
5,8 (12.4.1),Trouser back L,20211004,28,3,W,Yes,29,2,1,1
5,8 (12.4.1),Trouser back L,20211004,29,3,R,Yes,30,0,1,1
5,8 (13.6),Backpack,20211004,2,3,R,Yes,66,0,0,-2
5,8 (13.6),Backpack,20211004,3,3,R,No,70,2,2,2
5,8 (13.6),Backpack,20211004,4,3,W,Yes,29,1,1,1
5,8 (13.6),Backpack,20211004,5,3,R,Yes,88,0,-4,-3
5,8 (13.6),Backpack,20211004,6,3,R,No,87,3,3,3
5,8 (13.6),Backpack,20211004,7,3,W,Yes,31,0,-1,-1
5,8 (13.6),Backpack,20211004,8,3,W,Yes,59,0,-2,-2
5,8 (13.6),Backpack,20211004,9,3,R,Yes,65,2,2,2
5,8 (13.6),Backpack,20211004,10,3,R,No,34,0,-1,-1
5,8 (13.6),Backpack,20211004,11,3,W,Yes,38,0,-1,-1
5,8 (13.6),Backpack,20211004,12,3,R,Yes,98,3,3,3
5,8 (13.6),Backpack,20211004,13,3,R,No,102,0,-3,-3
5,8 (13.6),Backpack,20211004,14,3,W,No,60,2,2,2
5,8 (13.6),Backpack,20211004,15,3,W,Yes,32,1,1,1
5,8 (13.6),Backpack,20211004,16,3,R,Yes,102,0,-3,-3
5,8 (13.6),Backpack,20211004,17,3,R,No,88,3,3,3
5,8 (13.6),Backpack,20211004,18,3,R,Yes,30,0,-1,-1
5,8 (13.6),Backpack,20211004,19,3,W,No,62,0,-2,-2
5,8 (13.6),Backpack,20211004,20,3,W,Yes,58,5,2,2
5,8 (13.6),Backpack,20211004,21,3,R,No,65,0,-2,-2
5,8 (13.6),Backpack,20211004,22,3,W,No,86,0,3,3
5,8 (13.6),Backpack,20211004,23,3,W,Yes,88,0,-3,-3
5,8 (13.6),Backpack,20211004,24,3,W,No,26,2,1,1
5,8 (13.6),Backpack,20211004,25,3,R,No,30,0,1,1
5,8 (13.6),Backpack,20211004,26,3,R,Yes,30,0,-1,-1
5,8 (13.6),Backpack,20211004,27,3,R,Yes,32,0,-1,-1
5,8 (13.6),Backpack,20211004,28,3,W,Yes,29,1,1,1
5,8 (13.6),Backpack,20211004,29,3,R,Yes,30,0,0,1
6,11 (13.1.1),Backpack,20211004,2,3,W,No,55,0,-2,-2
6,11 (13.1.1),Backpack,20211004,3,3,W,No,25,1,0,1
6,11 (13.1.1),Backpack,20211004,4,3,W,Yes,27,0,0,-1
6,11 (13.1.1),Backpack,20211004,5,3,R,No,70,2,3,3
6,11 (13.1.1),Backpack,20211004,6,3,R,Yes,80,0,-3,-3
6,11 (13.1.1),Backpack,20211004,7,3,W,Yes,53,2,2,2
6,11 (13.1.1),Backpack,20211004,8,3,R,No,28,0,-1,-1
6,11 (13.1.1),Backpack,20211004,9,3,R,No,22,0,0,1
6,11 (13.1.1),Backpack,20211004,10,3,W,Yes,24,2,2,1
6,11 (13.1.1),Backpack,20211004,11,3,W,No,81,0,-3,-3
6,11 (13.1.1),Backpack,20211004,12,3,W,Yes,74,3,3,3
6,11 (13.1.1),Backpack,20211004,13,3,W,Yes,27,0,-1,-1
6,11 (13.1.1),Backpack,20211004,14,3,W,No,27,0,-1,-1
6,11 (13.1.1),Backpack,20211004,15,3,W,No,26,1,1,1
6,11 (13.1.1),Backpack,20211004,16,3,W,Yes,54,0,-2,-2
6,11 (13.1.1),Backpack,20211004,17,3,R,No,52,2,1,2
6,11 (13.1.1),Backpack,20211004,18,3,R,Yes,54,0,-2,-2
6,11 (13.1.1),Backpack,20211004,19,3,W,No,49,3,2,2
6,11 (13.1.1),Backpack,20211004,20,3,R,Yes,24,0,1,1
6,11 (13.1.1),Backpack,20211004,21,3,W,Yes,80,0,-3,-3
6,11 (13.1.1),Backpack,20211004,22,3,W,No,73,3,3,3
6,11 (13.1.1),Backpack,20211004,23,3,R,Yes,27,0,0,-1
6,11 (13.1.1),Backpack,20211004,24,3,R,No,53,0,-2,-2
6,11 (13.1.1),Backpack,20211004,25,3,W,Yes,75,3,3,3
6,11 (13.1.1),Backpack,20211004,26,3,W,No,83,0,-3,-3
6,11 (13.1.1),Backpack,20211004,27,3,R,Yes,25,1,1,1
6,11 (13.1.1),Backpack,20211004,28,3,R,Yes,26,0,0,-1
6,11 (13.1.1),Backpack,20211004,29,3,R,Yes,50,2,2,2
6,11 (13.5.1),Hand L,20211004,2,3,W,No,55,0,-2,-2
6,11 (13.5.1),Hand L,20211004,3,3,W,No,25,1,0,1
6,11 (13.5.1),Hand L,20211004,4,3,W,Yes,27,0,-1,-1
6,11 (13.5.1),Hand L,20211004,5,3,R,No,70,2,3,3
6,11 (13.5.1),Hand L,20211004,6,3,R,Yes,80,0,-3,-3
6,11 (13.5.1),Hand L,20211004,7,3,W,Yes,53,2,2,2
6,11 (13.5.1),Hand L,20211004,8,3,R,No,28,0,-1,-1
6,11 (13.5.1),Hand L,20211004,9,3,R,No,22,1,1,1
6,11 (13.5.1),Hand L,20211004,10,3,W,Yes,24,1,1,1
6,11 (13.5.1),Hand L,20211004,11,3,W,No,81,0,-3,-3
6,11 (13.5.1),Hand L,20211004,12,3,W,Yes,74,3,3,3
6,11 (13.5.1),Hand L,20211004,13,3,W,Yes,27,0,-1,-1
6,11 (13.5.1),Hand L,20211004,14,3,W,No,27,0,-1,-1
6,11 (13.5.1),Hand L,20211004,15,3,W,No,26,1,1,1
6,11 (13.5.1),Hand L,20211004,16,3,W,Yes,54,0,-2,-2
6,11 (13.5.1),Hand L,20211004,17,3,R,No,52,2,2,2
6,11 (13.5.1),Hand L,20211004,18,3,R,Yes,54,0,-2,-2
6,11 (13.5.1),Hand L,20211004,19,3,W,No,49,2,2,2
6,11 (13.5.1),Hand L,20211004,20,3,R,Yes,24,1,1,1
6,11 (13.5.1),Hand L,20211004,21,3,W,Yes,80,0,-3,-3
6,11 (13.5.1),Hand L,20211004,22,3,W,No,73,3,3,3
6,11 (13.5.1),Hand L,20211004,23,3,R,Yes,27,0,-1,-1
6,11 (13.5.1),Hand L,20211004,24,3,R,No,53,0,-2,-2
6,11 (13.5.1),Hand L,20211004,25,3,W,Yes,75,3,3,3
6,11 (13.5.1),Hand L,20211004,26,3,W,No,83,0,-3,-3
6,11 (13.5.1),Hand L,20211004,27,3,R,Yes,25,1,1,1
6,11 (13.5.1),Hand L,20211004,28,3,R,Yes,26,0,-1,-1
6,11 (13.5.1),Hand L,20211004,29,3,R,Yes,50,2,2,2
6,6+ (11.4.1),Jacket pocket,20211004,2,3,W,No,55,0,-1,-2
6,6+ (11.4.1),Jacket pocket,20211004,3,3,W,No,25,0,0,1
6,6+ (11.4.1),Jacket pocket,20211004,4,3,W,Yes,27,1,-1,-1
6,6+ (11.4.1),Jacket pocket,20211004,5,3,R,No,70,2,2,3
6,6+ (11.4.1),Jacket pocket,20211004,6,3,R,Yes,80,1,-3,-3
6,6+ (11.4.1),Jacket pocket,20211004,7,3,W,Yes,53,2,2,2
6,6+ (11.4.1),Jacket pocket,20211004,8,3,R,No,28,0,0,-1
6,6+ (11.4.1),Jacket pocket,20211004,9,3,R,No,22,0,0,1
6,6+ (11.4.1),Jacket pocket,20211004,10,3,W,Yes,24,2,2,1
6,6+ (11.4.1),Jacket pocket,20211004,11,3,W,No,81,0,-2,-3
6,6+ (11.4.1),Jacket pocket,20211004,12,3,W,Yes,74,3,3,3
6,6+ (11.4.1),Jacket pocket,20211004,13,3,W,Yes,27,0,-1,-1
6,6+ (11.4.1),Jacket pocket,20211004,14,3,W,No,27,0,0,-1
6,6+ (11.4.1),Jacket pocket,20211004,15,3,W,No,26,1,1,1
6,6+ (11.4.1),Jacket pocket,20211004,16,3,W,Yes,54,0,-2,-2
6,6+ (11.4.1),Jacket pocket,20211004,17,3,R,No,52,2,2,2
6,6+ (11.4.1),Jacket pocket,20211004,18,3,R,Yes,54,0,-2,-2
6,6+ (11.4.1),Jacket pocket,20211004,19,3,W,No,49,2,2,2
6,6+ (11.4.1),Jacket pocket,20211004,20,3,R,Yes,24,1,1,1
6,6+ (11.4.1),Jacket pocket,20211004,21,3,W,Yes,80,0,-3,-3
6,6+ (11.4.1),Jacket pocket,20211004,22,3,W,No,73,2,2,3
6,6+ (11.4.1),Jacket pocket,20211004,23,3,R,Yes,27,1,0,-1
6,6+ (11.4.1),Jacket pocket,20211004,24,3,R,No,53,0,-2,-2
6,6+ (11.4.1),Jacket pocket,20211004,25,3,W,Yes,75,3,3,3
6,6+ (11.4.1),Jacket pocket,20211004,26,3,W,No,83,0,-2,-3
6,6+ (11.4.1),Jacket pocket,20211004,27,3,R,Yes,25,0,0,1
6,6+ (11.4.1),Jacket pocket,20211004,28,3,R,Yes,26,0,0,-1
6,6+ (11.4.1),Jacket pocket,20211004,29,3,R,Yes,50,2,2,2
6,8 (12.4.1),Trouser back R,20211004,2,3,W,No,55,0,-2,-2
6,8 (12.4.1),Trouser back R,20211004,3,3,W,No,25,4,0,1
6,8 (12.4.1),Trouser back R,20211004,4,3,W,Yes,27,0,-1,-1
6,8 (12.4.1),Trouser back R,20211004,5,3,R,No,70,0,3,3
6,8 (12.4.1),Trouser back R,20211004,6,3,R,Yes,80,0,-3,-3
6,8 (12.4.1),Trouser back R,20211004,7,3,W,Yes,53,7,2,2
6,8 (12.4.1),Trouser back R,20211004,8,3,R,No,28,0,-1,-1
6,8 (12.4.1),Trouser back R,20211004,9,3,R,No,22,0,0,1
6,8 (12.4.1),Trouser back R,20211004,10,3,W,Yes,24,0,2,1
6,8 (12.4.1),Trouser back R,20211004,11,3,W,No,81,0,-3,-3
6,8 (12.4.1),Trouser back R,20211004,12,3,W,Yes,74,0,3,3
6,8 (12.4.1),Trouser back R,20211004,13,3,W,Yes,27,0,-1,-1
6,8 (12.4.1),Trouser back R,20211004,14,3,W,No,27,0,-1,-1
6,8 (12.4.1),Trouser back R,20211004,15,3,W,No,26,6,1,1
6,8 (12.4.1),Trouser back R,20211004,16,3,W,Yes,54,0,-2,-2
6,8 (12.4.1),Trouser back R,20211004,17,3,R,No,52,0,1,2
6,8 (12.4.1),Trouser back R,20211004,18,3,R,Yes,54,0,0,-2
6,8 (12.4.1),Trouser back R,20211004,19,3,W,No,49,0,2,2
6,8 (12.4.1),Trouser back R,20211004,20,3,R,Yes,24,0,1,1
6,8 (12.4.1),Trouser back R,20211004,21,3,W,Yes,80,0,-3,-3
6,8 (12.4.1),Trouser back R,20211004,22,3,W,No,73,7,3,3
6,8 (12.4.1),Trouser back R,20211004,23,3,R,Yes,27,0,-1,-1
6,8 (12.4.1),Trouser back R,20211004,24,3,R,No,53,0,-2,-2
6,8 (12.4.1),Trouser back R,20211004,25,3,W,Yes,75,0,3,3
6,8 (12.4.1),Trouser back R,20211004,26,3,W,No,83,0,-3,-3
6,8 (12.4.1),Trouser back R,20211004,27,3,R,Yes,25,0,1,1
6,8 (12.4.1),Trouser back R,20211004,28,3,R,Yes,26,0,-1,-1
6,8 (12.4.1),Trouser back R,20211004,29,3,R,Yes,50,2,2,2
6,8 (13.6),Trouser back L,20211004,2,3,W,No,55,0,-2,-2
6,8 (13.6),Trouser back L,20211004,3,3,W,No,25,1,0,1
6,8 (13.6),Trouser back L,20211004,4,3,W,Yes,27,0,0,-1
6,8 (13.6),Trouser back L,20211004,5,3,R,No,70,2,3,3
6,8 (13.6),Trouser back L,20211004,6,3,R,Yes,80,0,-3,-3
6,8 (13.6),Trouser back L,20211004,7,3,W,Yes,53,2,2,2
6,8 (13.6),Trouser back L,20211004,8,3,R,No,28,0,-1,-1
6,8 (13.6),Trouser back L,20211004,9,3,R,No,22,1,1,1
6,8 (13.6),Trouser back L,20211004,10,3,W,Yes,24,1,1,1
6,8 (13.6),Trouser back L,20211004,11,3,W,No,81,0,-3,-3
6,8 (13.6),Trouser back L,20211004,12,3,W,Yes,74,3,3,3
6,8 (13.6),Trouser back L,20211004,13,3,W,Yes,27,0,-1,-1
6,8 (13.6),Trouser back L,20211004,14,3,W,No,27,0,-1,-1
6,8 (13.6),Trouser back L,20211004,15,3,W,No,26,1,1,1
6,8 (13.6),Trouser back L,20211004,16,3,W,Yes,54,0,-2,-2
6,8 (13.6),Trouser back L,20211004,17,3,R,No,52,2,2,2
6,8 (13.6),Trouser back L,20211004,18,3,R,Yes,54,0,-2,-2
6,8 (13.6),Trouser back L,20211004,19,3,W,No,49,2,2,2
6,8 (13.6),Trouser back L,20211004,20,3,R,Yes,24,1,1,1
6,8 (13.6),Trouser back L,20211004,21,3,W,Yes,80,0,-3,-3
6,8 (13.6),Trouser back L,20211004,22,3,W,No,73,3,3,3
6,8 (13.6),Trouser back L,20211004,23,3,R,Yes,27,0,0,-1
6,8 (13.6),Trouser back L,20211004,24,3,R,No,53,0,-2,-2
6,8 (13.6),Trouser back L,20211004,25,3,W,Yes,75,3,3,3
6,8 (13.6),Trouser back L,20211004,26,3,W,No,83,0,-3,-3
6,8 (13.6),Trouser back L,20211004,27,3,R,Yes,25,1,1,1
6,8 (13.6),Trouser back L,20211004,28,3,R,Yes,26,0,0,-1
6,8 (13.6),Trouser back L,20211004,29,3,R,Yes,50,2,2,2
6,11 (13.1.1),Trouser back R,20211005,2,2,W,No,16,0,0,1
6,11 (13.1.1),Trouser back R,20211005,3,2,W,Yes,18,0,0,-1
6,11 (13.1.1),Trouser back R,20211005,4,2,R,No,32,0,-1,-2
6,11 (13.1.1),Trouser back R,20211005,5,2,R,Yes,30,1,1,2
6,11 (13.1.1),Trouser back R,20211005,6,2,R,No,15,0,0,1
6,11 (13.1.1),Trouser back R,20211005,7,2,W,No,30,0,0,-1
6,11 (13.1.1),Trouser back R,20211005,8,2,R,Yes,17,0,-1,-1
